Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Team
Jarrod Bowen,ENG,"FW,MF",27.0,34,34,"2,973",33.0,13.0,8.0,21.0,12.0,1.0,1.0,1.0,0.0,West Ham
Mohammed Kudus,GHA,"FW,MF",23.0,32,31,"2,590",28.8,5.0,3.0,8.0,5.0,0.0,0.0,2.0,1.0,West Ham
Tomáš Souček,CZE,MF,29.0,35,30,"2,567",28.5,9.0,1.0,10.0,9.0,0.0,0.0,8.0,0.0,West Ham
Lucas Paquetá,BRA,"MF,FW",26.0,33,27,"2,380",26.4,4.0,0.0,4.0,2.0,2.0,2.0,10.0,0.0,West Ham
Emerson Palmieri,ITA,DF,29.0,31,26,"2,113",23.5,2.0,1.0,3.0,2.0,0.0,0.0,5.0,0.0,West Ham
Alphonse Areola,FRA,GK,31.0,26,25,"2,260",25.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,West Ham
Konstantinos Mavropanos,GRE,DF,26.0,33,21,"2,045",22.7,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,West Ham
Jean-Clair Todibo,FRA,DF,24.0,27,20,"1,825",20.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,West Ham
Edson Álvarez,MEX,MF,26.0,28,20,"1,772",19.7,0.0,1.0,1.0,0.0,0.0,0.0,9.0,1.0,West Ham
Guido Rodríguez,ARG,MF,30.0,23,16,"1,149",12.8,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,West Ham
Carlos Soler,ESP,"MF,FW",27.0,31,14,"1,409",15.7,1.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,West Ham
Łukasz Fabiański,POL,GK,39.0,14,13,"1,160",12.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,West Ham
James Ward-Prowse,ENG,MF,29.0,15,12,"1,039",11.5,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,West Ham
Vladimír Coufal,CZE,DF,31.0,22,11,"1,067",11.9,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,West Ham
Michail Antonio,JAM,FW,34.0,14,11,836,9.3,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,West Ham
Aaron Cresswell,ENG,DF,34.0,18,10,824,9.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,West Ham
Crysencio Summerville,NED,"FW,MF",22.0,19,7,786,8.7,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,West Ham
Oliver Scarles,ENG,"DF,FW",18.0,15,7,665,7.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,West Ham
Niclas Füllkrug,GER,FW,31.0,18,6,790,8.8,3.0,2.0,5.0,3.0,0.0,0.0,2.0,0.0,West Ham
Danny Ings,ENG,"FW,MF",32.0,15,1,284,3.2,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,West Ham
Andy Irving,SCO,MF,24.0,10,1,166,1.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,West Ham
Evan Ferguson,IRL,FW,19.0,8,1,156,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,West Ham
Luis Guilherme,BRA,"MF,FW",18.0,12,1,150,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,West Ham
Lewis Orford,ENG,MF,18.0,2,0,49,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,West Ham
Kaelan Casey,ENG,DF,19.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,West Ham
Wes Foderingham,ENG,GK,33.0,0,0,,,,,,,,,,,West Ham
Ezra Mayers,BRB,DF,17.0,0,0,,,,,,,,,,,West Ham
Rayan Aït-Nouri,ALG,DF,23.0,37,37,"3,109",34.5,4.0,7.0,11.0,4.0,0.0,0.0,7.0,1.0,Wolves
João Gomes,BRA,MF,23.0,36,35,"2,974",33.0,3.0,1.0,4.0,3.0,0.0,0.0,11.0,1.0,Wolves
Nélson Semedo,POR,DF,30.0,34,32,"2,886",32.1,0.0,4.0,4.0,0.0,0.0,0.0,8.0,0.0,Wolves
André,BRA,MF,23.0,33,31,"2,472",27.5,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,Wolves
Toti Gomes,POR,DF,25.0,31,30,"2,614",29.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,Wolves
Jørgen Strand Larsen,NOR,FW,24.0,35,30,"2,587",28.7,14.0,4.0,18.0,14.0,0.0,0.0,4.0,0.0,Wolves
José Sá,POR,GK,31.0,29,29,"2,609",29.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Wolves
Matheus Cunha,BRA,"MF,FW",25.0,33,29,"2,597",28.9,15.0,6.0,21.0,15.0,0.0,0.0,4.0,0.0,Wolves
Matt Doherty,IRL,DF,32.0,30,25,"2,109",23.4,2.0,1.0,3.0,2.0,0.0,0.0,6.0,0.0,Wolves
Jean-Ricner Bellegarde,HAI,"MF,FW",26.0,35,20,"1,677",18.6,2.0,7.0,9.0,2.0,0.0,0.0,3.0,0.0,Wolves
Santiago Bueno,URU,DF,25.0,29,18,"1,687",18.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Wolves
Emmanuel Agbadou,CIV,DF,27.0,16,16,"1,410",15.7,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,Wolves
Mario Lemina,GAB,"MF,DF",30.0,17,15,"1,364",15.2,1.0,3.0,4.0,1.0,0.0,0.0,4.0,0.0,Wolves
Marshall Munetsi,ZIM,"MF,FW",28.0,14,12,"1,078",12.0,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,Wolves
Gonçalo Guedes,POR,"MF,FW",27.0,29,10,995,11.1,2.0,4.0,6.0,2.0,0.0,0.0,1.0,0.0,Wolves
Craig Dawson,ENG,DF,34.0,15,10,971,10.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Wolves
Pablo Sarabia,ESP,"MF,FW",32.0,23,7,814,9.0,3.0,2.0,5.0,3.0,0.0,0.0,3.0,0.0,Wolves
Rodrigo Gomes,POR,"DF,FW",21.0,25,7,810,9.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,Wolves
Sam Johnstone,ENG,GK,31.0,7,7,630,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wolves
Hwang Hee-chan,KOR,"MF,FW",28.0,21,5,661,7.3,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,Wolves
Yerson Mosquera,COL,DF,23.0,5,5,441,4.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Wolves
Tommy Doyle,ENG,MF,22.0,24,3,488,5.4,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,Wolves
Daniel Bentley,ENG,GK,31.0,2,2,180,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wolves
Carlos Forbs,POR,"MF,FW",20.0,10,1,239,2.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Wolves
Pedro Lima,BRA,DF,18.0,3,1,70,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wolves
Nasser Djiga,BFA,DF,21.0,5,1,66,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wolves
Daniel Podence,POR,"MF,FW",28.0,2,0,48,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wolves
Chiquinho,POR,MF,24.0,1,0,7,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wolves
Mateus Mane,,MF,,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wolves
Tom King,WAL,GK,29.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wolves
Alfie Pond,ENG,DF,20.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wolves
Boubacar Traoré,MLI,MF,22.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wolves
Tawanda Chirewa,ZIM,MF,20.0,0,0,,,,,,,,,,,Wolves
Luke Cundle,ENG,MF,22.0,0,0,,,,,,,,,,,Wolves
Tom Edozie,ENG,MF,18.0,0,0,,,,,,,,,,,Wolves
Bastien Meupiyou,FRA,DF,18.0,0,0,,,,,,,,,,,Wolves
Wesley Okoduwa,ENG,FW,16.0,0,0,,,,,,,,,,,Wolves
